Datetime,Ticker,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Income,Non-Operating Income Loss,Pretax Income,Income Tax Expense,Net Extraordinary Losses,Net Income,"Basic EPS, GAAP",Diluted Weighted Avr # of Shares,"Diluted EPS, GAAP",EBITDA,Trailing 12M EBITDA Margin,Gross Margin,Operating Margin,Profit Margin,Dividends per Share,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Non-Cash Working Capital,Change in Accounts & Notes Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Cash from Operating Activities,Change in Fixed & Intangible Assets,Acquisition of Fixed & Intangibles,Other Investing Activities,Cash from Investing Activities,Dividends Paid,Cash from Repaid Debt,Cash from Repurchase of Equity,Other Financing Activities,Cash from Financing Activities,Net Changes in Cash,Free Cash Flow,Free Cash Flow per Basic Share,Price to Free Cash Flow,Cash Flow to Net Income,"Cash, Cash Equivalents & STI",Accounts & Notes Receivable,Inventories,"Property, Plant & Equip",LT Investments & Receivables,Other LT Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,ST Debt,Other ST Liabilities,Total Current Liabilities,LT Debt,Other LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Share Capital & APIC,Other Equity,Equity Before Minority Interest,Total Equity,Total Liabilities & Equity,Net Debt,Cash Conversion Cycle,Number of Employees,Last Price,Sales Actual,Net Income Actual,Enterprise Value,Price to Book,P/E,Shares Outstanding,Capital Expenditures,Personal Consumption Expenditures,CPI Urban Consumers YOY,ISM Manufacturing,Change in Nonfarm Payrolls,Unemployment Rate,Housing Starts,US Trade Balance
2000-07-02,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,21.2904,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.935,1825,200,13671.4024,4.2257,29.795,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-03,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,21.6715,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.952,1825,200,13976.5468,4.3014,30.3284,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-04,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,21.6715,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.952,1825,200,13976.5468,4.3014,30.3284,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-05,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,20.9855,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.922,1825,200,13427.2868,4.1652,29.3684,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-06,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,21.0617,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.925,1825,200,13488.3157,4.1803,29.475,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-07,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,22.1288,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.972,1825,200,14342.7201,4.3921,30.9683,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-08,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,22.1288,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.972,1825,200,14342.7201,4.3921,30.9683,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-09,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,22.1288,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.972,1825,200,14342.7201,4.3921,30.9683,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-10,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,23.2213,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,1.02,1825,200,15217.4675,4.609,32.4972,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-11,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,23.145,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,1.017,1825,200,15156.4386,4.5938,32.3905,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-12,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,23.9326,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,1.051,1825,200,15787.0705,4.7502,33.4927,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-13,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,22.9672,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,1.009,1825,200,15014.0379,4.5585,32.1417,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-14,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,23.4499,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,1.03,1825,200,15400.5542,4.6544,32.8172,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-15,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,23.4499,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,1.03,1825,200,15400.5542,4.6544,32.8172,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-16,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,23.4499,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,1.03,1825,200,15400.5542,4.6544,32.8172,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-17,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,23.704,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,1.041,1825,200,15603.9838,4.7048,33.1727,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-18,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,23.2721,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,1.022,1825,200,15258.1534,4.6191,32.5683,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-19,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,21.4174,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.941,1825,200,13773.1172,4.2509,29.9728,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-20,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,22.4083,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.984,1825,200,14566.4927,4.4476,31.3594,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-21,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,21.7731,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.956,1825,200,14057.9187,4.3215,30.4706,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-22,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,21.7731,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.956,1825,200,14057.9187,4.3215,30.4706,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-23,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,21.7731,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.956,1825,200,14057.9187,4.3215,30.4706,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-24,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.7914,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.869,1825,200,12471.1676,3.9282,27.6973,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-25,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,20.3504,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.894,1825,200,12918.7128,4.0391,28.4795,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-26,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,20.3504,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.894,1825,200,12918.7128,4.0391,28.4795,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-27,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,21.138,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.929,1825,200,13549.3446,4.1955,29.5817,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-28,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.639,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.863,1825,200,12349.1098,3.898,27.484,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-29,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.639,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.863,1825,200,12349.1098,3.898,27.484,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-30,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.639,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.863,1825,200,12349.1098,3.898,27.484,18227.294,-11,0.08,3.7,51.4,-39,4,1559,-30.405
2000-07-31,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,20.6552,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.907,1825,200,13162.8283,4.0997,28.9062,18227.294,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-01,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,20.0455,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.881,1825,200,12649.038,3.9786,28.0528,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-02,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.2071,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.844,1825,200,11978.7893,3.8122,26.8795,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-03,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.512,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.857,1825,200,12222.5161,3.8727,27.3062,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-04,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.2579,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.846,1825,200,12019.4104,3.8223,26.9506,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-05,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.2579,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.846,1825,200,12019.4104,3.8223,26.9506,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-06,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.2579,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.846,1825,200,12019.4104,3.8223,26.9506,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-07,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.4865,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.856,1825,200,12202.2055,3.8677,27.2706,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-08,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.0038,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.835,1825,200,11816.3048,3.7719,26.5951,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-09,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.3087,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.848,1825,200,12060.0316,3.8324,27.0217,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-10,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.3341,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.849,1825,200,12080.3421,3.8374,27.0573,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-11,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.3849,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.852,1825,200,12120.9633,3.8475,27.1284,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-12,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.3849,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.852,1825,200,12120.9633,3.8475,27.1284,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-13,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.3849,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.852,1825,200,12120.9633,3.8475,27.1284,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-14,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.1309,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.84,1825,200,11917.8576,3.7971,26.7729,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-15,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,18.9784,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.834,1825,200,11795.9942,3.7668,26.5595,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-16,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,19.7152,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.866,1825,200,12385.0007,3.9131,27.5906,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-17,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,20.9093,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.919,1825,200,13339.5973,4.1501,29.2617,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-18,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,20.325,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.893,1825,200,12872.4543,4.0341,28.4439,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
2000-08-19,AAPL,1825,1282,543,0,168,-97,265,70,0,200,0.0111,20261.752,0.0098,193,7.9205,29.7534,9.2055,10.9589,0,25,-18,-17,-1,27,184,0,299,-157,234,-10,-11,-293,-505,0,0,-47,0,-47,-318,223,0.0123,20.325,1.17,3826,967,5,314,1236,225,1775,6932,1040,0,833,1873,300,583,883,2756,1376,535,4176,4176,6932,-3526,-16.5464,6960,0.893,1825,200,12872.4543,4.0341,28.4439,18198.269,-11,0.23,3.7,52.5,168,4,1463,-31.252
